trade_date,SMB,HML
2018-01-02,-0.005299361735754164,0.0028395489348396917
2018-01-03,0.0011248570784440168,-0.0020878786961521564
2018-01-04,-0.00796863243298049,-0.0048252365940768425
2018-01-05,0.00043382493770447155,0.006654845728933615
2018-01-08,-0.005653041734665317,0.0022074384764501137
2018-01-09,-0.005612378202462607,-0.010579020059975444
2018-01-10,-0.010871976388682513,-0.0006074323995990554
2018-01-11,0.006899795612543529,-0.001214790025081344
2018-01-12,-0.006515844715205484,-0.0016890104866055717
2018-01-15,-0.02058373930235628,0.0029281682836815705
2018-01-16,0.00021231663586753687,0.000802031533787129
2018-01-17,0.0056470672431124394,0.009177039557002345
2018-01-18,-0.004493052652335032,0.006750412762191242
2018-01-19,-0.002638046135349997,0.005559485905529633
2018-01-22,-0.009071597106283961,-0.011382952814617629
2018-01-23,-0.007368287682718809,0.0057125871180633975
2018-01-24,0.004471081068691928,0.0006300335268286136
2018-01-25,0.002172205132154635,0.003393924122080381
2018-01-26,-0.006939214839464327,0.0007322972185322357
2018-01-29,0.0024857560193052033,0.010228855984828762
2018-01-30,0.0056188601979474985,-0.0053393132689789485
2018-01-31,-0.028929476717210276,-0.002403348190383324
2018-02-01,-0.03383652873128321,0.000825829753231833
2018-02-02,-0.020958695077787373,0.00169757491965396
2018-02-05,-0.011223644194874502,0.02270819407212477
2018-02-06,-0.02528147796886476,0.0020432669826823888
2018-02-07,0.025701495405452763,-0.0047437618731023395
2018-02-08,0.020854821420772916,-0.020111984958901763
2018-02-09,0.009498919273779466,-0.00852200122016567
2018-02-12,0.009463471248799668,-0.022541724279892664
2018-02-13,-0.012116307601508098,0.002021096472093876
2018-02-14,-0.005024249132051164,-0.0028844457045458854
2018-02-22,-0.007579061845772561,-0.007217133104012331
2018-02-23,0.0002160493146682619,0.002651714906455383
2018-02-26,0.009247857029778506,-0.011735605709811203
2018-02-27,0.01636821578797262,-0.00760302058240647
2018-02-28,0.004929270837801871,-0.0019211058287904844
2018-03-01,0.009435650395119679,-0.01047788451734479
2018-03-02,0.0023914327277371117,-1.746302555270156e-05
2018-03-05,0.007311658796201544,-0.007731221855086286
2018-03-06,-0.001495593208975378,-0.001432831602966777
2018-03-07,0.0034539330201253174,-0.0007138223883994838
2018-03-08,0.002827969426906539,-0.009291397464320679
2018-03-09,0.009592547326780825,-0.010425991792317011
2018-03-12,0.008009079903604477,-0.005271744175141082
2018-03-13,0.003528881493700186,0.005653229311335109
2018-03-14,-0.006196515536869546,-0.0019724179838898365
2018-03-15,-0.014229853109226002,-0.002489917577291931
2018-03-16,0.010085510993841544,0.001901515765596282
2018-03-19,0.002106115408573847,-0.010975124973002973
2018-03-20,0.0027768394059656484,-0.0009963047673220062
2018-03-21,0.0006479518074596189,0.0020336837349966925
2018-03-22,0.01379730112524044,0.0029127677122239345
2018-03-23,-0.025746736099334994,-0.003315072009170028
2018-03-26,0.012308316001617204,-0.022673227194993144
2018-03-27,0.015427454722244863,-0.010290390947240968
2018-03-28,0.012178578813767882,0.004056522875776965
2018-03-29,-0.0022198184052425497,0.007351624313704644
2018-03-30,0.010036188865363886,-0.014662429815485203
2018-04-02,0.006309654812990542,-0.00582174798956037
2018-04-03,-0.0011233045965067482,-0.006368501616204055
2018-04-04,-0.0007039408579718543,-0.0022668493720551406
2018-04-09,0.0032041398192732043,-0.004705321891549036
2018-04-10,-0.013753680289418485,0.00574144837395258
2018-04-11,0.003293362062772077,-0.002444752032112962
2018-04-12,0.003268865352568646,-0.003911045320502772
2018-04-13,0.0022311082801817856,-0.000249718392563502
2018-04-16,0.0007310051207895241,-0.017097022921603224
2018-04-17,-0.005796986247192136,0.010479307120915925
2018-04-18,0.001982961484363298,-0.0029370876027830627
2018-04-19,-0.009236295893220605,-0.003937423397851271
2018-04-20,-0.011435901576927,0.0011161491369107053
2018-04-23,-0.0030478128743146506,0.004364133382866281
2018-04-24,0.0015134595507214678,-0.010710979878297422
2018-04-25,0.007735854043914016,-0.010378385245590057
2018-04-26,-0.003140581468777279,0.005707127352895238
2018-04-27,-0.00213792661412235,0.004080786888491943
2018-05-02,-0.009786953704562049,-0.004617339101883479
2018-05-03,0.0029708853987415024,-0.006333605686057128
2018-05-04,0.00017489600151361683,-0.0014921567571846575
2018-05-07,-8.446736325982742e-06,-0.010383961849676814
2018-05-08,0.0008385401147925541,-0.002773937850466132
2018-05-09,0.0037770095447665856,-0.0022235863700035717
2018-05-10,0.0013878925504302927,-0.006340185668800991
2018-05-11,-0.007783602858150388,0.0045763955670845916
2018-05-14,-0.014054052602906599,-0.0073183834132613
2018-05-15,0.005770188383895865,-0.007523979326503554
2018-05-16,0.0007909359955678765,-0.005240085882570617
2018-05-17,0.006692754635322268,0.005617415676235501
2018-05-18,-0.0036876548803874095,0.00843123452143555
2018-05-21,0.007588395735319434,-0.006252055134343592
2018-05-22,0.0068233484279974005,-0.011481874165743798
2018-05-23,0.0025338694643033664,-0.004701484884637733
2018-05-24,0.004259452193727572,-0.0006008159204139163
2018-05-25,-0.0033832434659127873,-0.0024299532959737276
2018-05-28,-0.01569966150161827,-0.009966860062921998
2018-05-29,-0.0017227128327867729,0.007326505197145762
2018-05-30,-0.024048959379021007,-0.006976989516341316
2018-05-31,-0.0006356236887788061,-0.00844104675526618
2018-06-01,0.00016299003737287022,0.011636993173081422
2018-06-04,-0.01125065323444042,-0.006656138174105238
2018-06-05,0.002810648868416994,-0.015456976412672865
2018-06-06,0.003524283761676686,-0.007301297380132934
2018-06-07,-0.007132958345798245,0.0040773925926879725
2018-06-08,9.184636655325956e-05,-0.013409220244143451
2018-06-11,-0.0038616456101189926,0.0025248084397442388
2018-06-12,-0.007585777909552323,-0.007619465836534097
2018-06-13,-0.010107583656584224,0.0016199012517314395
2018-06-14,-0.0009007611188906203,0.004606381134206992
2018-06-15,-0.021034698456345365,0.006612304559144434
2018-06-19,-0.03936339906911287,-0.0011755486297660538
2018-06-20,0.0040860097604183835,-0.013136651747869897
